Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price	Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
iPhone-Gallop-Ear-Speaker-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS Next Day Air. +$23.50,,$500 - +$10.00,,0,,continue,manual,103.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Ear-Speaker-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS Next Day Air. +$23.50,,$500 - +$10.00,,0,,continue,manual,113.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Ear-Speaker-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS Next Day Air. +$23.50,,$500 - +$10.00,,0,,continue,manual,123.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Ear-Speaker-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS Next Day Air. +$23.50,,$750 - +$15.00,,0,,continue,manual,108.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Ear-Speaker-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS Next Day Air. +$23.50,,$750 - +$15.00,,0,,continue,manual,118.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Ear-Speaker-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS Next Day Air. +$23.50,,$750 - +$15.00,,0,,continue,manual,128.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Ear-Speaker-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS Next Day Air. +$23.50,,"$1,000 - +$20.00",,0,,continue,manual,113.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Ear-Speaker-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS Next Day Air. +$23.50,,"$1,000 - +$20.00",,0,,continue,manual,123.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Ear-Speaker-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS Next Day Air. +$23.50,,"$1,000 - +$20.00",,0,,continue,manual,133.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS Ground. FREE!,,$100 - FREE!,,0,,continue,manual,69.99,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS Ground. FREE!,,$100 - FREE!,,0,,continue,manual,79.99,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS Ground. FREE!,,$100 - FREE!,,0,,continue,manual,89.99,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS Ground. FREE!,,$250 - +$5.00,,0,,continue,manual,74.99,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS Ground. FREE!,,$250 - +$5.00,,0,,continue,manual,84.99,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS Ground. FREE!,,$250 - +$5.00,,0,,continue,manual,94.99,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS Ground. FREE!,,$500 - +$10.00,,0,,continue,manual,79.99,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS Ground. FREE!,,$500 - +$10.00,,0,,continue,manual,89.99,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS Ground. FREE!,,$500 - +$10.00,,0,,continue,manual,99.99,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS Ground. FREE!,,$750 - +$15.00,,0,,continue,manual,84.99,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS Ground. FREE!,,$750 - +$15.00,,0,,continue,manual,94.99,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS Ground. FREE!,,$750 - +$15.00,,0,,continue,manual,104.99,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS Ground. FREE!,,"$1,000 - +$20.00",,0,,continue,manual,89.99,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS Ground. FREE!,,"$1,000 - +$20.00",,0,,continue,manual,99.99,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS Ground. FREE!,,"$1,000 - +$20.00",,0,,continue,manual,109.99,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS 2nd Day Air. +$13.50,,$100 - FREE!,,0,,continue,manual,83.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS 2nd Day Air. +$13.50,,$100 - FREE!,,0,,continue,manual,93.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS 2nd Day Air. +$13.50,,$100 - FREE!,,0,,continue,manual,103.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS 2nd Day Air. +$13.50,,$250 - +$5.00,,0,,continue,manual,88.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS 2nd Day Air. +$13.50,,$250 - +$5.00,,0,,continue,manual,98.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS 2nd Day Air. +$13.50,,$250 - +$5.00,,0,,continue,manual,108.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS 2nd Day Air. +$13.50,,$500 - +$10.00,,0,,continue,manual,93.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS 2nd Day Air. +$13.50,,$500 - +$10.00,,0,,continue,manual,103.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS 2nd Day Air. +$13.50,,$500 - +$10.00,,0,,continue,manual,113.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS 2nd Day Air. +$13.50,,$750 - +$15.00,,0,,continue,manual,98.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS 2nd Day Air. +$13.50,,$750 - +$15.00,,0,,continue,manual,108.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS 2nd Day Air. +$13.50,,$750 - +$15.00,,0,,continue,manual,118.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS 2nd Day Air. +$13.50,,"$1,000 - +$20.00",,0,,continue,manual,103.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS 2nd Day Air. +$13.50,,"$1,000 - +$20.00",,0,,continue,manual,113.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS 2nd Day Air. +$13.50,,"$1,000 - +$20.00",,0,,continue,manual,123.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS Next Day Air. +$23.50,,$100 - FREE!,,0,,continue,manual,93.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS Next Day Air. +$23.50,,$100 - FREE!,,0,,continue,manual,103.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS Next Day Air. +$23.50,,$100 - FREE!,,0,,continue,manual,113.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS Next Day Air. +$23.50,,$250 - +$5.00,,0,,continue,manual,98.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS Next Day Air. +$23.50,,$250 - +$5.00,,0,,continue,manual,108.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS Next Day Air. +$23.50,,$250 - +$5.00,,0,,continue,manual,118.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS Next Day Air. +$23.50,,$500 - +$10.00,,0,,continue,manual,103.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS Next Day Air. +$23.50,,$500 - +$10.00,,0,,continue,manual,113.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS Next Day Air. +$23.50,,$500 - +$10.00,,0,,continue,manual,123.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS Next Day Air. +$23.50,,$750 - +$15.00,,0,,continue,manual,108.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS Next Day Air. +$23.50,,$750 - +$15.00,,0,,continue,manual,118.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS Next Day Air. +$23.50,,$750 - +$15.00,,0,,continue,manual,128.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Ground Label. FREE!,,Ship my device back to me UPS Next Day Air. +$23.50,,"$1,000 - +$20.00",,0,,continue,manual,113.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS 2nd Day Air Label. +$10.00,,Ship my device back to me UPS Next Day Air. +$23.50,,"$1,000 - +$20.00",,0,,continue,manual,123.49,,TRUE,TRUE,,,,,,,,,lb,,
iPhone-Gallop-Vibrate-Switch-Repair,,,,,,,,Email me a UPS Next Day Air Label. +$20.00,,Ship my device back to me UPS Next Day Air. +$23.50,,"$1,000 - +$20.00",,0,,continue,manual,133.49,,TRUE,TRUE,,,,,,,,,lb,,
